coordinate,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,GPP_2016,GPP_2017,GPP_2018,GPP_2019,GPP_2020,GPP_2021,GPP_2022,GPP_2023,Land_Cover_2010,Land_Cover_2011,Land_Cover_2012,Land_Cover_2013,Land_Cover_2014,Land_Cover_2015,Land_Cover_2016,Land_Cover_2017,Land_Cover_2018,Land_Cover_2019,Land_Cover_2020,Land_Cover_2021,Land_Cover_2022,Land_Cover_2023,ADM3_1,ADM2_1,distance_to_water,normalized_distance_to_water,distance_to_whole_line
"(np.float64(-11.262796953555497), np.float64(15.987653856111166))",1125,635,1859,898,961,1047,1883,606,1187,899,1527,865,2661,1423,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,549.053548047415,0.22876001920040154,0.5716840123114499
"(np.float64(-11.262796953555497), np.float64(15.998024226481535))",734,686,1998,709,708,1035,1910,677,956,675,1494,340,2161,1138,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,546.8933574974055,0.22538176326199424,0.561482346426928
"(np.float64(-11.261685842444386), np.float64(17.66036990549388))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,10,16,16,10,16,16,16,16,16,16,16,Lavtah,Boumdeid,854.1309716415691,0.7058612721090535,0.7673382842298534
"(np.float64(-11.260945101703646), np.float64(15.993209411666719))",1490,955,2207,681,657,986,1945,493,1308,613,1925,830,2717,1412,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,548.5076522896127,0.2279063095193093,0.5658881332662155
"(np.float64(-11.257982138740685), np.float64(15.998764967222277))",1027,450,2170,946,1081,950,1780,623,899,684,1732,779,2117,1260,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,548.3526437616083,0.22766389642282006,0.5599000160615923
"(np.float64(-11.257364854790065), np.float64(17.990122991913633))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1014.6807922835699,0.9569402266909478,0.526125013544526
"(np.float64(-11.254895718987598), np.float64(17.99456743635807))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1017.4037267268694,0.9611985405942884,0.5241728586260975
"(np.float64(-11.25390806466661), np.float64(17.999505707963014))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1020.0771376780343,0.9653794062228027,0.5209139800956176
"(np.float64(-11.252303126395002), np.float64(15.676666201790177))",2087,1091,1256,1049,1164,1498,2173,725,1178,989,2248,758,2393,1265,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,645.1334142642763,0.3790163836711502,0.8782954781989893
"(np.float64(-11.251685842444388), np.float64(15.992468670925978))",1607,557,1789,889,727,912,1822,866,1137,889,1927,914,2774,1404,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,551.7764345596033,0.23301825814574317,0.5650578374691962
"(np.float64(-11.250574731333275), np.float64(17.62987607833339))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,842.7082072028858,0.6879975601333482,0.7980986991395584
"(np.float64(-11.250204360962906), np.float64(17.99740694253092))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1019.7726092911286,0.9649031635915805,0.524858371779699
"(np.float64(-11.249216706641917), np.float64(15.986913115370426))",1107,972,1998,659,745,893,2006,461,928,817,2401,1021,3423,1455,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,553.780034522234,0.23615162685338803,0.5701549393757039
"(np.float64(-11.247241397999941), np.float64(18.007160028950672))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1025.2581719439984,0.9734818672654214,0.5190504345901161
"(np.float64(-11.246747570839446), np.float64(18.035925461049434))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1039.8124643767487,0.9962428801029415,0.496832612999833
"(np.float64(-11.245513002938212), np.float64(17.992962498086474))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1018.502150731418,0.9629163323030983,0.5312549387310859
"(np.float64(-11.243908064666607), np.float64(18.01987607833339))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1032.3106895317833,0.9845110838415015,0.5111492402536365
"(np.float64(-11.242796953555496), np.float64(18.002468670925982))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1023.810453857526,0.9712178252239712,0.5254873409981499
"(np.float64(-11.242796953555496), np.float64(18.03901188080252))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1042.1560484331399,0.9999079395374554,0.49694466396805076
"(np.float64(-11.242303126395003), np.float64(18.012345214135856))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1028.8574637917045,0.9791106897128304,0.5180500504131397
"(np.float64(-11.241685842444387), np.float64(17.649876078333385))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,854.0588746312692,0.7057485217995098,0.7881306157354017
"(np.float64(-11.24106855849377), np.float64(18.014814349938327))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1030.3457975819547,0.981438249411313,0.5168803779099279
"(np.float64(-11.240945101703646), np.float64(15.988518053642029))",1787,753,1615,820,978,736,2206,526,1078,1339,1605,942,3248,1425,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,556.2612012220299,0.24003184757638255,0.5673451166619453
"(np.float64(-11.240945101703645), np.float64(15.687283485740796))",1892,942,1567,923,896,1000,1797,693,1389,1109,1815,735,2504,1261,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,644.562165520877,0.37812302523122554,0.8666151659741275
"(np.float64(-11.23822905232093), np.float64(18.022345214135857))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1034.69915251108,0.9882463280510644,0.5127512532466597
"(np.float64(-11.23785868195056), np.float64(15.997530399321038))",773,680,1876,616,652,1021,1656,793,895,1168,1382,629,2084,1014,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,555.445419341727,0.23875607124194473,0.5579907025947566
"(np.float64(-11.23613028688883), np.float64(17.308764967222274))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,10,10,10,10,10,16,16,16,16,16,16,Nouamlein,Kiffa,708.620171746631,0.4783013821515148,0.677478664608115
"(np.float64(-11.235142632567843), np.float64(18.033209411666718))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1040.779364597319,0.9977549857882361,0.5062981748882366
"(np.float64(-11.227241397999942), np.float64(15.686542745000056))",1436,806,1369,849,1139,1058,1348,754,920,919,1342,641,1730,989,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,648.9800200385451,0.3850319728049785,0.8661974513164076
"(np.float64(-11.22501917577772), np.float64(17.32765385611117))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Nouamlein,Kiffa,719.267182825397,0.49495191717166465,0.6993908806653623
"(np.float64(-11.223537694296239), np.float64(18.009999535123512))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1031.5418569623164,0.9833087300984805,0.5315898098494356
"(np.float64(-11.222673496765372), np.float64(18.030987189444495))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1042.2149155364157,1.0,0.5160540548910907
"(np.float64(-11.218105595530806), np.float64(15.522345214135855))",1254,753,1217,1191,953,1054,1435,664,1060,988,1553,805,1409,1097,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,716.3305582202671,0.4903594197592908,1.0219225418256495
"(np.float64(-11.215513002938213), np.float64(17.628271140061784))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,850.6570098326342,0.7004284494764469,0.8214909175310483
"(np.float64(-11.215019175777721), np.float64(17.670493362284002))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,870.0974456269923,0.73083075248959,0.7899906071434938
"(np.float64(-11.21255003997525), np.float64(18.025678547469187))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,1041.664852798263,0.999139773705772,0.5266987328700162
"(np.float64(-11.211192015283894), np.float64(17.659382251172893))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,865.9457798046564,0.7243380892759083,0.8008143672480187
"(np.float64(-11.202426583185128), np.float64(15.68061681907413))",1919,1141,1894,1034,1436,1039,1316,985,1028,1166,1808,777,2440,1074,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,658.7935787728591,0.4003790971922041,0.8705735623925246
"(np.float64(-11.201685842444386), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,El Melgue,Kiffa,616.0353052619759,0.3335107408781969,0.43946465940366203
"(np.float64(-11.200574731333274), np.float64(17.639876078333387))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,859.7298386836189,0.7146171690520685,0.8224513404665104
"(np.float64(-11.200204360962905), np.float64(17.326542745000054))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,10,10,10,16,16,16,16,16,16,Nouamlein,Kiffa,725.9784236558401,0.505447421463833,0.7110432227105741
"(np.float64(-11.197735225160436), np.float64(17.637653856111164))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,859.4487566002376,0.7141775933778953,0.825996440108593
"(np.float64(-11.191315472074015), np.float64(15.848394596851907))",1021,521,1503,1009,778,1087,1840,735,917,1120,1706,844,2437,1333,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,608.1685736698327,0.32120819992092003,0.7024641115917786
"(np.float64(-11.18724139799994), np.float64(15.67987607833339))",1888,745,2445,906,1027,1199,2254,967,857,1045,2040,1139,2714,1764,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,663.838761176773,0.408269103662372,0.8707239431480228
"(np.float64(-11.185389546148091), np.float64(15.833085954876598))",1354,782,1718,1211,590,863,1373,680,1102,653,1592,747,2159,961,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,614.6043145250421,0.33127285822713587,0.7175331088790382
"(np.float64(-11.18501917577772), np.float64(17.649135337592647))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Lavtah,Boumdeid,867.9402279144559,0.7274571456807917,0.8259878959094014
"(np.float64(-11.182426583185126), np.float64(15.691357559814866))",2047,930,1443,1001,1088,1159,2144,1207,670,1017,1972,1047,2676,1522,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,661.2894953702944,0.404282384829037,0.8591142814217895
"(np.float64(-11.179957447382659), np.float64(15.690493362284004))",1940,683,2196,682,797,781,2171,650,1409,1170,1845,838,2455,1392,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,662.3882230695187,0.4060006514766626,0.8599202893240471
"(np.float64(-11.177982138740681), np.float64(15.843579782037093))",2008,846,2299,740,942,1315,2093,678,1402,1166,2112,824,2459,1312,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,614.1940704451885,0.33063129005670017,0.7068288765894255
"(np.float64(-11.173537694296238), np.float64(15.676542745000054))",1490,517,2031,424,762,1302,1838,616,746,843,1884,937,2382,1210,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,669.4015581773776,0.4169685917706616,0.8737520223980638
"(np.float64(-11.158475965901177), np.float64(15.68456743635808))",1726,520,1529,537,859,1298,1731,523,745,369,2306,874,2350,877,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,671.4420737067471,0.42015969160418065,0.865641383124338
"(np.float64(-11.156500657259201), np.float64(15.842839041296353))",1014,563,1797,852,748,939,1719,991,921,1036,1764,738,1969,1274,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,622.020288536094,0.34287047318837166,0.7073804736624008
"(np.float64(-11.151932756024632), np.float64(17.30864151043215))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,10,10,10,10,10,10,16,16,16,16,16,Nouamlein,Kiffa,733.4835036887171,0.5171843866075688,0.7227059065326353
"(np.float64(-11.151685842444387), np.float64(15.689876078333386))",2215,868,2219,754,939,1244,1769,852,1097,558,2105,1081,2980,1541,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,671.8238155027792,0.4207566859246021,0.8603796299717575
"(np.float64(-11.150945101703645), np.float64(15.847653856111167))",1125,638,2209,1400,1013,1277,1829,1033,500,1234,1500,875,2212,1334,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,622.6721997064477,0.3438899771309993,0.702623450619988
"(np.float64(-11.149833990592533), np.float64(15.678518053642028))",1566,661,2011,537,1031,1173,1908,771,1021,956,1846,709,2157,1191,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,676.3983063869365,0.42791059232166817,0.8717587886781314
"(np.float64(-11.148352509111053), np.float64(15.840987189444503))",1133,577,3897,1509,1295,1239,1984,942,789,879,1371,954,2461,1294,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,625.4609582985863,0.3482512314076812,0.7093309979994398
"(np.float64(-11.148105595530806), np.float64(15.834443979567954))",2140,1009,2179,928,1107,1240,2289,1022,683,1068,2015,805,2631,1550,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,627.3908756609756,0.3512693701501631,0.7158775855303356
"(np.float64(-11.1465006572592), np.float64(15.499876078333388))",1371,853,1380,1133,882,938,1472,657,1024,911,1618,756,1376,1143,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,745.8111174237856,0.5364631647258715,1.0504293433938858
"(np.float64(-11.145513002938213), np.float64(15.84197484376549))",1551,561,1760,1368,1034,1205,1862,855,637,1179,1289,673,2837,1338,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,626.2076159856002,0.3494189065301842,0.7083999665550778
"(np.float64(-11.138475965901177), np.float64(15.844937806728451))",690,597,1894,1267,463,812,1601,561,737,913,1868,732,2405,1188,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,627.9307770670714,0.35211370544794024,0.705627469727432
"(np.float64(-11.13613028688883), np.float64(15.686542745000056))",1688,712,2119,845,830,1238,1467,957,1130,496,1598,809,2859,1352,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,678.1520495556937,0.43065321763047215,0.8640208849343717
"(np.float64(-11.135513002938213), np.float64(15.84962916475314))",967,858,1928,1031,709,797,1832,471,624,628,1549,481,2847,1163,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,627.7175708124647,0.3517802787066153,0.7010400705518918
"(np.float64(-11.133167323925868), np.float64(15.84592546104944))",1394,591,2225,1296,1019,1104,2062,654,870,435,1215,615,2734,944,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,629.5894457495831,0.3547076466752643,0.7048301282972058
"(np.float64(-11.13106855849377), np.float64(15.83555509067907))",1652,574,2406,809,1034,1101,1891,607,722,729,2083,821,2042,1348,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,633.2322008680862,0.36040444000268296,0.7152773231504733
"(np.float64(-11.122056212814757), np.float64(15.851604473395117))",1119,722,1216,1036,947,902,1848,707,746,682,1839,556,2212,1241,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,632.1099844955291,0.35864944013716077,0.6996863020737977
"(np.float64(-11.116994484419696), np.float64(15.840369905493883))",1227,763,2038,1253,951,1371,2204,892,1063,936,2156,988,2108,1499,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,637.0444022530017,0.36636622516415346,0.7111990925677245
"(np.float64(-11.116994484419696), np.float64(15.847036572160548))",1110,635,1226,910,604,1045,2167,731,675,735,1853,784,2193,1217,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,635.2175592535103,0.3635092812655967,0.7045453318777278
"(np.float64(-11.115266089357966), np.float64(15.836666201790178))",1196,530,2439,1193,896,1417,1773,808,514,749,1916,1081,2510,1639,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,638.7038946690047,0.3689614546030932,0.7150040495169108
"(np.float64(-11.113908064666608), np.float64(15.68320941166672))",1889,507,1697,768,908,861,2213,659,1372,1179,1383,1040,2926,1395,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,686.8035727796963,0.4441830702203871,0.8682746958248705
"(np.float64(-11.111685842444388), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,10,10,10,10,10,10,16,16,16,16,16,Aghorat,Kiffa,646.3250363985253,0.3808799250848216,0.46228405735372946
"(np.float64(-11.111068558493768), np.float64(15.509629164753138))",1662,478,1230,1322,1117,1164,1725,717,1084,1221,1693,826,1936,1245,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,752.4035063478844,0.5467728001564263,1.0417741128832336
"(np.float64(-11.109463620222163), np.float64(15.837653856111167))",1020,528,1123,1260,791,863,2048,1084,700,657,2130,820,2833,1315,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,640.57099291035,0.3718813524433031,0.7143853441763234
"(np.float64(-11.106130286888831), np.float64(15.52209830055561))",1663,889,1513,1004,845,1084,1545,714,845,913,1492,805,2020,1333,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,748.9573185678572,0.5413834124782455,1.0295709505370958
"(np.float64(-11.10613028688883), np.float64(15.684197065987709))",2323,847,1503,825,1159,1127,1903,825,1243,1564,1827,869,2778,1204,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,689.1265379552417,0.44781588441771114,0.8677457411581119
"(np.float64(-11.10427843503698), np.float64(15.675431633888941))",2075,626,2083,689,863,820,2102,619,1225,1167,2097,797,2865,1434,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,692.753065714469,0.45348730027422196,0.8766107443033758
"(np.float64(-11.103661151086362), np.float64(15.513085954876594))",1595,675,1301,1184,1081,965,1626,692,958,947,1668,746,1535,1023,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,753.2901931838995,0.5481594625826934,1.0385269104381514
"(np.float64(-11.097858681950559), np.float64(15.838764967222277))",867,653,1707,1091,934,1545,2037,898,882,719,2508,1371,2327,1757,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,644.5743268736243,0.37814204399886964,0.7140104009801256
"(np.float64(-11.097241397999941), np.float64(15.67987607833339))",1911,596,1776,749,890,821,2278,653,1357,1025,1920,941,3021,1422,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,693.652484908203,0.4548938744453458,0.8726202481261044
"(np.float64(-11.09143892886414), np.float64(15.511974843765485))",2242,981,1538,1157,1227,1392,2072,901,1038,913,2016,995,2674,1421,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,757.507873209544,0.5547553633900887,1.0356976499091346
"(np.float64(-11.089463620222164), np.float64(15.8509871894445))",1455,525,1633,1175,857,1337,1870,826,742,522,1807,1091,2722,1583,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,644.4192808103849,0.37789957220217424,0.702343584451632
"(np.float64(-11.088229052320928), np.float64(15.682592127716104))",1968,843,1779,882,1027,1181,2004,880,725,611,2914,840,2630,1498,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,695.8548920057129,0.4583381515513265,0.870479613483925
"(np.float64(-11.081685842444386), np.float64(15.508764967222275))",1553,524,1450,1150,783,1090,1232,552,574,816,1489,781,1888,1290,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,761.8170235919974,0.5614943118911595,1.0357258533348062
"(np.float64(-11.078352509111053), np.float64(15.676542745000054))",1991,792,1710,955,1159,1025,1787,665,778,878,2469,768,2513,1385,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,701.3375230508767,0.46691227057353013,0.876136697764742
"(np.float64(-11.074401891827101), np.float64(15.689752621543263))",2090,810,2014,740,1123,1454,2042,744,1144,981,1398,1080,3213,1288,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,698.3080256113454,0.46217453217566457,0.8623844111885266
"(np.float64(-11.07390806466661), np.float64(15.83987607833339))",984,664,1679,1213,1002,1679,2244,914,864,635,2253,1104,2183,1722,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Blajmil,Kankoussa,653.2781438217193,0.39175367714465065,0.7144162488160464
"(np.float64(-11.069587077012288), np.float64(15.686295831419809))",2036,497,1461,729,715,862,1799,713,1185,1022,1676,1029,3110,1336,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Hamed,Kankoussa,701.1559261358442,0.46662827671169127,0.863924514545965
"(np.float64(-11.02751917577772), np.float64(15.315431633888945))",1861,1037,1660,1457,1219,1308,1777,986,1357,1631,2067,1072,2261,1454,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,858.1538947444901,0.7121525985210403,1.1646886912459802
"(np.float64(-11.015266089357967), np.float64(15.502221757345735))",2493,1023,2377,1567,1418,1522,2010,1030,950,764,2119,1205,3037,1750,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,785.7512114973197,0.5989242564031176,1.02257501623615
"(np.float64(-11.009463620222164), np.float64(15.52209830055561))",1744,1112,1414,920,1258,1165,1708,826,964,906,1497,856,1760,1110,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,780.1640244783083,0.5901866254909351,1.0018720972407045
"(np.float64(-10.991685842444387), np.float64(15.508764967222275))",2261,1127,1650,1127,1218,1094,2000,772,1137,1264,2388,887,3056,1315,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,791.1704766514314,0.6073992794461549,1.0102719324961769
"(np.float64(-10.988074731333276), np.float64(15.289876078333387))",2092,1182,1655,1570,1610,1585,2250,1254,1674,1380,2309,1228,2060,1665,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,880.8059623535906,0.7475774743114245,1.2015822434547985
"(np.float64(-10.980574731333274), np.float64(15.305431633888942))",1615,844,1227,1311,997,1250,1681,750,1075,1040,2052,1050,2132,1256,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,876.381696468496,0.7406585001962251,1.2063023205174859
"(np.float64(-10.977519175777719), np.float64(15.299320522777833))",1597,1062,1536,1231,1031,1045,1422,736,984,953,1690,814,1808,1252,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,879.917535578003,0.7461880908468705,1.2117097618615154
"(np.float64(-10.976500657259201), np.float64(15.51987607833339))",1672,840,1123,947,1228,1044,1800,731,1000,1085,1723,769,2040,1120,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,792.2287938021536,0.6090543492728098,0.9958739254257786
"(np.float64(-10.972241397999944), np.float64(15.314042745000055))",1500,721,1616,1227,974,1159,1413,788,1192,1049,1905,826,1844,1242,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,875.2610964312146,0.7389060280680101,1.1962526596874015
"(np.float64(-10.970296953555497), np.float64(15.286820522777829))",2369,1230,1699,1515,1287,1414,1980,1085,1436,1103,2144,985,2499,1401,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,887.4614718205637,0.7579858220286336,1.2190482620632412
"(np.float64(-10.963074731333274), np.float64(15.3034871894445))",1815,892,1536,1225,1022,1109,1793,836,955,1037,1405,836,1884,1223,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,882.5491417657905,0.7503035792844084,1.2049340842138954
"(np.float64(-10.962056212814757), np.float64(15.521481016604993))",1513,529,1459,941,1147,1151,1435,616,935,743,1651,748,2297,1376,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,796.6548451601146,0.6159761156344217,0.9910634792409941
"(np.float64(-10.960698188123398), np.float64(15.516666201790175))",2850,1395,2434,1628,1928,1742,2315,1411,1259,1349,2966,1470,3465,2253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,798.8919223068325,0.6194746121700823,0.9954692182898882
"(np.float64(-10.960574731333276), np.float64(15.51543163388894))",1538,961,1261,907,1024,1158,1499,801,954,947,1416,681,1680,1016,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,799.3877326878131,0.6202499948620696,0.9966481716873826
