coordinate,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,GPP_2016,GPP_2017,GPP_2018,GPP_2019,GPP_2020,GPP_2021,GPP_2022,GPP_2023,Land_Cover_2010,Land_Cover_2011,Land_Cover_2012,Land_Cover_2013,Land_Cover_2014,Land_Cover_2015,Land_Cover_2016,Land_Cover_2017,Land_Cover_2018,Land_Cover_2019,Land_Cover_2020,Land_Cover_2021,Land_Cover_2022,Land_Cover_2023,ADM3_1,ADM2_1,distance_to_water,normalized_distance_to_water,distance_to_whole_line
"(np.float64(-12.520080904172781), np.float64(17.007036572160548))",3010,1149,2351,2558,1850,2229,3335,1680,2330,2502,3016,2049,3813,2698,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,579.0605406113098,0.27568703719993704,0.3170437203648477
"(np.float64(-12.519463620222165), np.float64(17.006542745000054))",2422,1536,2637,2135,1581,1958,2647,1568,1810,1645,2829,1525,3220,1966,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,578.7122121069053,0.27514229690444986,0.3169852821962535
"(np.float64(-12.461685842444387), np.float64(17.016542745000052))",2687,1202,2035,2003,1752,1809,2359,1208,1989,2029,3010,1591,3175,2172,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,562.3933516304771,0.24962173006728267,0.27270450526429346
"(np.float64(-12.40896979306167), np.float64(16.9267896585803))",2524,1281,1677,2261,1649,1668,2479,1328,1598,1856,2757,1498,3124,2128,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,522.8392170688801,0.18776422866737583,0.3202270203606667
"(np.float64(-12.386624114049326), np.float64(16.83666620179018))",2695,1412,2173,2034,1531,1603,2578,1576,1955,2064,3311,1836,3740,2551,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,497.4528765868546,0.14806330715031052,0.39173875021080706
"(np.float64(-12.371685842444386), np.float64(17.016542745000052))",3316,1217,2606,2441,1718,2454,3161,1928,2125,2321,3549,1680,3634,2378,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,535.7204825208383,0.20790884577399538,0.22394375021837115
"(np.float64(-12.36390806466661), np.float64(16.926542745000052))",3096,1673,2343,2514,2009,2097,2941,1750,2128,2176,3314,1968,3527,2404,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,510.0430805218032,0.1677527420516957,0.30035161407051786
"(np.float64(-12.319463620222164), np.float64(16.836542745000056))",2486,1250,1962,1877,1520,1752,2473,1266,1794,1712,2811,1416,3257,2012,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,479.669855115864,0.12025298371058663,0.3630708949813599
"(np.float64(-12.2985994226913), np.float64(17.008764967222273))",2529,1236,2112,1948,1648,1795,2579,1362,1675,1607,2697,1644,3282,2077,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,514.629068216797,0.1749246279596346,0.19948928933532892
"(np.float64(-12.29390806466661), np.float64(16.837653856111167))",2793,1285,1985,1970,1463,1761,1984,1083,1535,1387,2507,1528,2863,1900,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,473.7310756103476,0.11096550806112862,0.3463925191088347
"(np.float64(-12.281685842444386), np.float64(17.016542745000052))",2759,1215,1867,1884,1513,1687,1920,1185,1358,1452,2533,1313,2809,1914,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,512.8866796440454,0.17219975975627858,0.1866338929719948
"(np.float64(-12.273908064666609), np.float64(16.926542745000052))",2699,1594,2629,2398,1787,1972,2993,1573,2145,2226,3327,1726,3490,2503,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,487.63210993358996,0.13270491051906977,0.26238857461543846
"(np.float64(-12.273908064666607), np.float64(16.928024226481536))",2566,1641,2334,2457,1959,2108,2982,1710,1778,1978,2918,1880,3447,2345,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,487.9765978988894,0.13324364471290168,0.2610225244714421
"(np.float64(-12.229463620222164), np.float64(16.836542745000056))",2953,1844,3077,2964,2429,2497,3481,2091,2374,2304,3392,1941,4083,2608,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,459.67540159884254,0.08898426932389043,0.30076153708100256
"(np.float64(-12.191685842444388), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,16,16,16,10,10,Oudeiy Jrid,Guerou,494.839606747003,0.14397649436654913,0.15159087398589163
"(np.float64(-12.183908064666609), np.float64(16.926542745000052))",2495,1283,2537,2124,1654,1773,2701,1233,1438,1802,2876,1540,3198,2213,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,469.95374755991054,0.10505826024095577,0.20518263856483182
"(np.float64(-12.179463620222165), np.float64(16.83876496722228))",2951,1332,1845,2272,1816,1737,1861,1372,1538,1861,2846,1517,2971,2105,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,451.08515927358746,0.07555025205743984,0.2678248074455548
"(np.float64(-12.160574731333275), np.float64(16.929135337592648))",2428,1364,1954,2053,1597,1559,2617,1486,1547,1838,2885,1518,3350,2004,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,466.82653965859106,0.10016771544007215,0.1862590958098539
"(np.float64(-12.139463620222164), np.float64(16.836542745000056))",1701,1208,1796,1585,1151,1315,1473,1042,1141,1425,1884,1261,2375,1713,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,444.62436708560205,0.06544641673801327,0.24666504955613466
"(np.float64(-12.121685842444386), np.float64(16.676542745000052))",2833,1393,1647,1906,1671,1825,2417,1478,1997,1552,2640,1394,3147,1808,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,422.14410254879897,0.030290218518328933,0.3291484769843075
"(np.float64(-12.101685842444386), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,482.56008264252387,0.12477292215085255,0.08383593837045972
"(np.float64(-12.093908064666609), np.float64(16.926542745000052))",2424,1148,1742,1983,1576,1583,1966,1240,1298,1768,2552,1623,3267,2005,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,457.755071461268,0.08598112374910066,0.14680690838921068
"(np.float64(-12.088722879481423), np.float64(16.839752621543266))",2624,1354,1831,2246,1712,1758,2076,1412,1727,1892,2800,1604,3014,2153,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,438.947551357238,0.05656861822829123,0.21918621768616725
"(np.float64(-12.07390806466661), np.float64(16.677283485740798))",2715,1283,1879,1587,1569,1350,1866,1293,1849,1709,2652,1169,2384,1577,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,416.8376638381521,0.02199164129977819,0.28717563918690137
"(np.float64(-12.06971053380241), np.float64(17.115431633888942))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,El Ghaira,Guerou,513.2308227093665,0.17273795457158203,0.004481866934617095
"(np.float64(-12.05501917577772), np.float64(16.757653856111165))",2829,1480,1748,1750,1517,1545,1931,1517,2226,1287,3101,1221,3043,1667,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,423.040049369744,0.031691362351840016,0.23476612399281677
"(np.float64(-12.049463620222165), np.float64(16.836542745000056))",3209,1627,2197,1956,1797,1713,2251,1507,1979,1672,2880,1571,2817,2020,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,434.71997031521545,0.04995723352417417,0.19584193526126167
"(np.float64(-12.049340163432042), np.float64(16.677900769691412))",2184,1058,1406,1543,1519,1298,2129,1215,1491,1023,2084,1138,2402,1705,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,414.66620992526583,0.018595770932623053,0.266222819396452
"(np.float64(-12.047611768370313), np.float64(16.930246448703755))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,454.8982525150565,0.0815134319660998,0.1197946756875434
"(np.float64(-12.044401891827102), np.float64(16.7567896585803))",2677,974,1477,1560,1549,1439,2238,1404,1911,1545,2645,1131,2345,1855,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,422.0887862863736,0.03020371110719883,0.22540231749883247
"(np.float64(-12.031685842444388), np.float64(16.676542745000052))",1946,1074,1370,1048,1055,748,1609,872,1162,1095,1836,1014,1746,1229,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.20437200068636,0.016309647308168747,0.25264683874341537
"(np.float64(-12.027735225160436), np.float64(17.116295831419805))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,511.96802789301057,0.1707631083769601,0.03791369824281245
"(np.float64(-12.019463620222165), np.float64(16.758764967222273))",2295,1286,1736,1530,1503,1564,1941,1205,1619,1581,2382,1274,2363,1524,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,420.6388197726804,0.02793615281917915,0.2017906676624844
"(np.float64(-12.011685842444386), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,477.50705932790476,0.11687065352022286,0.026392103738861465
"(np.float64(-12.008722879481422), np.float64(16.51666620179018))",2342,1090,1571,1705,1428,1445,2191,1148,1378,1542,2405,1060,2194,1733,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.9930396674218,0.006595934626581329,0.35921478805000007
"(np.float64(-12.003908064666609), np.float64(16.926542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,452.1107471383002,0.07715413755462855,0.09941903434163947
"(np.float64(-12.002796953555498), np.float64(16.756542745000054))",2529,1224,1471,1571,1547,1414,1682,1049,1419,1632,2364,971,2112,1479,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,419.48474351927837,0.026131328260339592,0.1874412778460603
"(np.float64(-11.985019175777719), np.float64(16.759876078333388))",1043,742,1050,774,741,827,964,536,762,704,854,567,1018,685,7,7,7,7,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,419.2337605299093,0.025738823638804472,0.16983167085717246
"(np.float64(-11.979463620222164), np.float64(16.67876496722228))",2505,1285,1827,1593,1340,1519,2081,1188,1644,1539,2114,1229,2235,1520,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,410.46602401031936,0.01202722862994499,0.21157479309325888
"(np.float64(-11.975389546148088), np.float64(16.840863732654377))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,432.16619154850935,0.045963457010354355,0.1283133546020645
"(np.float64(-11.971562385654263), np.float64(17.115431633888942))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,16,16,10,10,10,,,511.7407991766332,0.1704077523365056,0.07807853690102351
"(np.float64(-11.966500657259202), np.float64(16.759505707963015))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.68971822665,0.024888012518589818,0.15321096813218074
"(np.float64(-11.96501917577772), np.float64(16.757653856111165))",1164,676,1091,759,507,679,834,431,522,547,734,460,1126,647,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.41372243568907,0.02445639114158444,0.15273006989857923
"(np.float64(-11.957735225160436), np.float64(16.760493362284002))",1101,699,1109,825,778,816,1062,552,816,748,912,562,1110,659,7,7,7,7,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.6689381115913,0.024855515132145123,0.14495884004791007
"(np.float64(-11.95390806466661), np.float64(16.760987189444496))",1170,659,1118,739,696,750,1005,500,722,744,835,496,1271,608,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.68972131480405,0.024888017348059534,0.14134768461148406
"(np.float64(-11.953414237506115), np.float64(16.758641510432152))",1024,697,1047,751,757,758,1004,557,724,736,853,561,1043,632,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.3685075666605,0.02438568099066775,0.1420422855812704
"(np.float64(-11.941685842444388), np.float64(16.676542745000052))",1218,823,1105,801,724,735,1136,535,861,852,1036,520,1364,818,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,409.3008011438361,0.01020497222379242,0.1884731555235184
"(np.float64(-11.929463620222165), np.float64(16.846542745000058))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,433.5085237069198,0.04806268922181148,0.08400607530581267
"(np.float64(-11.928352509111052), np.float64(16.516542745000052))",1704,1048,1311,1137,994,1188,1526,970,1164,1244,1844,895,1631,1180,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,402.98939361714844,0.0003347550077011603,0.3267259668069152
"(np.float64(-11.921685842444386), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,478.6864573818407,0.11871507806852837,0.022472143831440073
"(np.float64(-11.91390806466661), np.float64(16.926542745000052))",1034,581,1262,1031,668,717,1226,476,700,838,898,418,1601,941,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,452.86481557659414,0.07833340212442347,0.03341399284584598
"(np.float64(-11.912920410345622), np.float64(16.93148101660499))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,454.20727335032086,0.08043283078183217,0.030076772270760974
"(np.float64(-11.912796953555498), np.float64(16.756542745000054))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,418.165642742937,0.02406842689684026,0.10976429184986336
"(np.float64(-11.89501917577772), np.float64(16.59209830055561))",1167,655,1068,785,658,729,1098,534,609,554,803,490,1232,766,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,403.72846174337104,0.001490561048185932,0.24478550387872294
"(np.float64(-11.887735225160437), np.float64(16.679752621543262))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,409.7583664416985,0.01092054459989877,0.15923990818450928
"(np.float64(-11.882920410345621), np.float64(16.426913115370425))",2479,848,1061,1522,1337,1613,2168,1333,1678,845,2371,1119,2407,1520,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.4270468804575,0.0025830569800078204,0.402842188634308
"(np.float64(-11.880574731333274), np.float64(16.761851386975362))",973,523,1024,744,544,986,447,270,970,698,958,310,921,765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,419.907078988184,0.026791805784335942,0.0835666153161143
"(np.float64(-11.877488311580187), np.float64(16.762345214135856))",1260,612,1363,860,615,1312,1712,378,748,637,1478,672,1730,1010,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,420.1151552580003,0.0271172098993319,0.08131482978188814
"(np.float64(-11.867241397999942), np.float64(17.114814349938325))",865,471,1137,700,1595,542,853,854,445,454,1052,663,944,442,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,516.2923605318216,0.17752579994444603,0.13136295162587322
"(np.float64(-11.866130286888831), np.float64(16.598764967222277))",1338,855,1311,1080,867,930,1198,612,845,952,1080,660,1640,960,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.38232051369044,0.00251311078283852,0.23175165075999032
"(np.float64(-11.863167323925866), np.float64(16.68036990549388))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,410.4771264650421,0.0120445914193516,0.15137004448205346
"(np.float64(-11.863043867135744), np.float64(16.841974843765488))",1362,747,1335,1053,784,1092,1217,573,667,812,1251,652,1840,868,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Guerou,Guerou,435.38008040776697,0.0509895595104882,0.02508925109767767
"(np.float64(-11.860574731333275), np.float64(16.59320941166672))",1155,755,1196,876,751,818,972,532,722,780,970,547,1123,915,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.2488004681581,0.0023043028669284646,0.23619333092220135
"(np.float64(-11.851685842444386), np.float64(16.676542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,7,7,7,7,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,410.537869712541,0.012139585926470646,0.1526572228539699
"(np.float64(-11.846994484419696), np.float64(16.426542745000052))",2768,1492,2029,1643,1560,1851,2101,1367,1987,1165,2777,1198,2377,1757,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.2676937714568,0.0023338495261639772,0.384778481362192
"(np.float64(-11.841685842444386), np.float64(16.5909871894445))",2063,811,2069,1184,1076,1189,1841,616,875,1441,1763,681,3484,1384,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.66425741450826,0.00295402327985863,0.2359387263791976
"(np.float64(-11.841685842444386), np.float64(17.11432052277783))",675,630,718,1038,482,848,956,777,640,876,2286,486,1684,1047,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,518.0708255565082,0.18030708700769651,0.14850786417033532
"(np.float64(-11.839463620222165), np.float64(16.846542745000058))",977,609,983,889,619,892,1028,525,624,629,869,568,1125,684,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Guerou,Guerou,437.93487377797635,0.054984922731698284,0.0016728537786674632
"(np.float64(-11.838352509111054), np.float64(16.516542745000052))",1585,782,1201,715,615,912,1313,458,605,562,1075,479,1569,881,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,402.7753380164513,0.0,0.30348121855248045
"(np.float64(-11.838352509111054), np.float64(16.680987189444497))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,411.5857281314483,0.013778299662288156,0.14608275667794085
"(np.float64(-11.83538954614809), np.float64(16.591481016604995))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,16,16,16,16,16,16,16,16,10,10,10,10,16,Legrane,Kiffa,404.8997776345668,0.0033223461493500908,0.2349622952234462
"(np.float64(-11.834648805407351), np.float64(17.11814768327166))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,520.1164838637101,0.18350622947419168,0.15611637098187034
"(np.float64(-11.833661151086362), np.float64(16.590122991913635))",1777,844,1295,905,703,1147,1497,521,1044,746,1592,749,2404,1271,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.89720235737514,0.003318318752106915,0.23621450021566867
"(np.float64(-11.831685842444386), np.float64(17.016542745000052))",942,569,957,777,1735,1167,1067,627,1105,731,1211,536,1006,670,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,484.6039204706083,0.12796921762572966,0.08522671676683684
"(np.float64(-11.828352509111053), np.float64(16.594320522777835))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,405.30124320711695,0.003950185880677329,0.23178165303635043
"(np.float64(-11.82390806466661), np.float64(16.926542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,458.62202926970355,0.0873369325524875,0.04245524650067862
"(np.float64(-11.822796953555496), np.float64(16.756542745000054))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,16,16,16,10,16,16,10,10,10,10,10,Oudeiy Jrid,Guerou,422.38269926242543,0.03066335262202619,0.06946433044304194
"(np.float64(-11.81995744738266), np.float64(17.111110646234618))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,16,16,16,16,16,16,16,16,16,16,16,10,10,Nouamlein,Kiffa,518.7604006901597,0.18138549247068955,0.16105245534702237
"(np.float64(-11.818352509111053), np.float64(16.597653856111165))",1137,755,1223,923,757,887,1107,580,753,803,1038,554,1393,797,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,405.8944650212831,0.004877907333995778,0.2242511002476771
"(np.float64(-11.80501917577772), np.float64(16.59209830055561))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,16,16,16,16,16,16,16,16,10,10,10,10,Legrane,Kiffa,406.23099613078654,0.005404198044384155,0.22212523026588718
"(np.float64(-11.804895718987597), np.float64(16.514443979567954))",1231,826,1140,843,690,858,1105,548,766,703,932,547,1297,948,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,403.7783908518095,0.0015686436539453313,0.2876283620191543
"(np.float64(-11.803414237506114), np.float64(16.518271140061785))",1390,971,1724,907,1102,1280,1590,711,1123,836,1788,658,2109,1450,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,403.88330673573614,0.0017327183962901236,0.2835751999052206
"(np.float64(-11.799463620222165), np.float64(16.675431633888945))",1441,640,1223,865,706,550,1422,475,810,485,1156,643,1577,957,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.27983315278715,0.01642765869619302,0.15009080629619184
"(np.float64(-11.791192015283892), np.float64(16.753826695617338))",860,566,940,664,649,682,836,480,625,645,817,501,933,604,7,7,7,10,16,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,424.4078227039782,0.033830381240128146,0.07208715583676452
"(np.float64(-11.789710533802412), np.float64(16.67456743635808))",1854,609,1682,881,786,1489,1748,464,562,625,1519,778,2337,1281,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.8682494361004,0.017347864926772965,0.14458533828064965
"(np.float64(-11.788352509111053), np.float64(16.51543163388894))",1522,1096,1644,1264,1051,1224,1404,751,1126,1049,1673,842,1855,1297,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.50976793229137,0.002712421903203046,0.27845810075867067
"(np.float64(-11.788352509111053), np.float64(16.75432052277783))",820,465,951,775,521,627,805,398,527,706,634,347,1026,544,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,424.72760233880086,0.034330474831555394,0.07145841968952679
"(np.float64(-11.787241397999942), np.float64(16.67320941166672))",755,562,1122,986,503,1343,885,770,491,692,1078,455,1138,712,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.9000792893327,0.017397642660825254,0.14417083014039803
"(np.float64(-11.780574731333274), np.float64(16.515925461049434))",1523,759,1276,851,771,934,1234,527,788,786,1366,504,1786,998,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.9022524157861,0.0033262163840154044,0.27413054597027897
"(np.float64(-11.779463620222163), np.float64(16.513209411666722))",1173,790,1287,968,840,911,1073,600,839,863,1002,601,1351,820,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.92105330043785,0.003355618512555301,0.27594867397443346
"(np.float64(-11.77822905232093), np.float64(16.932715584506226))",1144,677,1272,1021,743,953,1312,546,825,827,1275,593,1628,899,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,464.8172457877611,0.0970254422035251,0.08610191214625734
"(np.float64(-11.776130286888831), np.float64(16.598764967222277))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,16,10,10,16,16,10,10,10,10,10,Legrane,Kiffa,408.32428542271026,0.00867782915123939,0.20053647616713605
"(np.float64(-11.770574731333275), np.float64(16.59320941166672))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,16,16,16,16,16,16,16,16,16,16,Legrane,Kiffa,408.35469415313923,0.008725384434800212,0.20230269520816427
"(np.float64(-11.769463620222163), np.float64(16.596542745000058))",742,1723,1135,747,446,603,608,378,637,595,1178,347,1206,269,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,408.632528483356,0.009159881047121786,0.19887362213451132
"(np.float64(-11.763908064666609), np.float64(16.519876078333386))",1278,858,1265,952,832,955,1100,569,836,863,1106,557,1465,896,10,10,7,7,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,405.89285359093805,0.004875387267359748,0.2627381143850807
"(np.float64(-11.761932756024635), np.float64(16.59419706598771))",1621,577,1362,615,595,899,562,403,672,564,808,301,1578,767,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,409.01166947343444,0.009752808046649904,0.19708749580626458
"(np.float64(-11.761685842444386), np.float64(16.676542745000052))",1291,707,1252,1453,638,1317,1405,538,958,915,1895,1035,1813,1137,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,416.2884083238092,0.02113267739817998,0.12745630090898058
"(np.float64(-11.756994484419694), np.float64(17.012345214135856))",823,515,668,1214,498,864,1053,859,639,877,1431,789,2336,1090,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,491.07462099556477,0.13808854829032943,0.14536336135476938
"(np.float64(-11.755142632567845), np.float64(16.22456743635808))",2308,1296,1673,1501,1407,1391,1946,1156,1552,1480,2131,1122,2108,1516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,423.7321478456474,0.032773713992612155,0.5064867214966743
"(np.float64(-11.75501917577772), np.float64(16.426542745000052))",1502,919,1283,933,903,1304,1639,659,1037,899,1428,571,1555,1151,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.8757207315975,0.006412463130682816,0.3413052625559232
"(np.float64(-11.751932756024633), np.float64(16.59567854746919))",1086,770,1233,904,792,816,1148,577,835,798,984,594,1347,763,10,7,7,7,7,7,10,10,10,10,10,10,10,10,Legrane,Kiffa,409.8390303971493,0.011046692492970472,0.19077969786813273
